elapsed_s,timestamp,profile,cpu_temp_c,gpu_temp_c,acpi_temp_c,fan1_rpm,fan2_rpm,pwm_enable,pwm_percent,cpu_power_w,gpu_power_w,gpu_util_percent
100,2026-09-06T14:29:32+03:00,performance,65.1,49,64.0,2000,2200,2,33.3,NA,6.97,0
101,2026-09-06T14:29:33+03:00,performance,65.1,49,64.0,2000,2200,2,33.3,NA,6.95,0
102,2026-09-06T14:29:34+03:00,performance,65.1,49,64.0,2000,2200,2,33.3,NA,6.89,0
103,2026-09-06T14:29:35+03:00,performance,65.1,49,64.0,2000,2200,2,33.3,NA,6.94,0
104,2026-09-06T14:29:37+03:00,performance,65.1,49,64.0,2000,2200,2,33.3,NA,6.93,0
106,2026-09-06T14:29:38+03:00,performance,65.1,49,64.0,2000,2200,2,33.3,NA,6.94,0
107,2026-09-06T14:29:39+03:00,performance,65.1,49,64.0,2000,2200,2,33.3,NA,6.96,0
108,2026-09-06T14:29:40+03:00,performance,64.9,49,64.0,2000,2200,2,33.3,NA,7.00,0
109,2026-09-06T14:29:41+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.91,0
110,2026-09-06T14:29:42+03:00,performance,65.1,49,64.0,2000,2200,2,33.3,NA,6.97,0
111,2026-09-06T14:29:44+03:00,performance,65.1,49,64.0,2000,2200,2,33.3,NA,6.97,0
113,2026-09-06T14:29:45+03:00,performance,65.1,49,64.0,2000,2200,2,33.3,NA,6.96,0
114,2026-09-06T14:29:46+03:00,performance,65.1,49,64.0,2000,2200,2,33.3,NA,6.95,0
115,2026-09-06T14:29:47+03:00,performance,65.1,49,64.0,2000,2200,2,33.3,NA,6.85,0
116,2026-09-06T14:29:48+03:00,performance,65.1,49,64.0,2000,2200,2,33.3,NA,6.90,0
117,2026-09-06T14:29:50+03:00,performance,65.1,49,64.0,2000,2200,2,33.3,NA,6.97,0
119,2026-09-06T14:29:51+03:00,performance,65.1,49,64.0,2000,2200,2,33.3,NA,6.97,0
120,2026-09-06T14:29:52+03:00,performance,65.1,49,64.0,2000,2200,2,33.3,NA,6.96,0
121,2026-09-06T14:29:53+03:00,performance,65.1,49,64.0,2000,2200,2,33.3,NA,6.90,0
122,2026-09-06T14:29:54+03:00,performance,65.1,49,64.0,2000,2200,2,33.3,NA,6.94,0
123,2026-09-06T14:29:56+03:00,performance,65.1,49,64.0,2000,2200,2,33.3,NA,6.95,0
125,2026-09-06T14:29:57+03:00,performance,60.4,49,64.0,2000,2200,2,33.3,NA,7.17,0
126,2026-09-06T14:29:58+03:00,performance,62.5,49,64.0,2000,2200,2,33.3,NA,7.23,0
127,2026-09-06T14:29:59+03:00,performance,64.1,49,64.0,2000,2200,2,33.3,NA,6.89,0
128,2026-09-06T14:30:00+03:00,performance,64.8,49,64.0,2000,2200,2,33.3,NA,6.90,0
129,2026-09-06T14:30:01+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.95,0
130,2026-09-06T14:30:03+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.97,0
132,2026-09-06T14:30:04+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.94,0
133,2026-09-06T14:30:05+03:00,performance,65.1,49,64.0,2000,2200,2,33.3,NA,6.96,0
134,2026-09-06T14:30:06+03:00,performance,65.1,49,64.0,2000,2200,2,33.3,NA,6.90,0
135,2026-09-06T14:30:07+03:00,performance,65.1,49,64.0,2000,2200,2,33.3,NA,6.92,0
136,2026-09-06T14:30:09+03:00,performance,65.1,49,64.0,2000,2200,2,33.3,NA,6.98,0
138,2026-09-06T14:30:10+03:00,performance,65.1,49,64.0,2000,2200,2,33.3,NA,6.98,0
139,2026-09-06T14:30:11+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.96,0
140,2026-09-06T14:30:12+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.92,0
141,2026-09-06T14:30:13+03:00,performance,65.1,49,64.0,2000,2200,2,33.3,NA,6.82,0
142,2026-09-06T14:30:14+03:00,performance,65.1,49,64.0,2000,2200,2,33.3,NA,6.95,0
144,2026-09-06T14:30:16+03:00,performance,65.1,49,64.0,2000,2200,2,33.3,NA,6.94,0
145,2026-09-06T14:30:17+03:00,performance,65.1,49,64.0,2000,2200,2,33.3,NA,6.86,0
146,2026-09-06T14:30:18+03:00,performance,65.1,49,64.0,2000,2200,2,33.3,NA,6.83,0
147,2026-09-06T14:30:19+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.82,0
148,2026-09-06T14:30:20+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.96,0
149,2026-09-06T14:30:22+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.97,0
151,2026-09-06T14:30:23+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.97,0
152,2026-09-06T14:30:24+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.93,0
153,2026-09-06T14:30:25+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.91,0
154,2026-09-06T14:30:26+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.94,0
155,2026-09-06T14:30:28+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.93,0
157,2026-09-06T14:30:29+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.94,0
158,2026-09-06T14:30:30+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.96,0
159,2026-09-06T14:30:31+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.99,0
160,2026-09-06T14:30:32+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.82,0
161,2026-09-06T14:30:33+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.88,0
162,2026-09-06T14:30:35+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.95,0
164,2026-09-06T14:30:36+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.98,0
165,2026-09-06T14:30:37+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.94,0
166,2026-09-06T14:30:38+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.92,0
167,2026-09-06T14:30:39+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.96,0
168,2026-09-06T14:30:41+03:00,performance,64.9,49,64.0,2000,2200,2,33.3,NA,6.97,0
170,2026-09-06T14:30:42+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.96,0
171,2026-09-06T14:30:43+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.97,0
172,2026-09-06T14:30:44+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.91,0
173,2026-09-06T14:30:45+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.98,0
174,2026-09-06T14:30:47+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.96,0
176,2026-09-06T14:30:48+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.97,0
177,2026-09-06T14:30:49+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.98,0
178,2026-09-06T14:30:50+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.98,0
179,2026-09-06T14:30:51+03:00,performance,65.0,49,64.0,2000,2200,2,33.3,NA,6.91,0
