timestamp,elapsed_s,profile,state,cpu_raw_c,gpu_raw_c,acpi_raw_c,cpu_ewma_c,gpu_ewma_c,acpi_ewma_c,hottest_control_c,requested_pwm,requested_percent,actual_mode,actual_pwm,fan1_rpm,fan2_rpm,note
2026-09-06T16:17:47+03:00,0.1,performance,bios-auto,47.8,45.0,46.0,47.8,45.0,46.0,47.8,,,2,0,0,0,
2026-09-06T16:17:48+03:00,1.2,performance,bios-auto,47.5,45.0,46.0,47.7,45.0,46.0,47.7,,,2,0,0,0,
2026-09-06T16:17:49+03:00,2.2,performance,bios-auto,47.4,45.0,46.0,47.7,45.0,46.0,47.7,,,2,0,0,0,
2026-09-06T16:17:50+03:00,3.3,performance,bios-auto,47.4,45.0,46.0,47.7,45.0,46.0,47.7,,,2,0,0,0,
2026-09-06T16:17:51+03:00,4.3,performance,bios-auto,47.1,45.0,46.0,47.6,45.0,46.0,47.6,,,2,0,0,0,
2026-09-06T16:17:52+03:00,5.4,performance,bios-auto,74.0,54.0,46.0,54.2,47.2,46.0,54.2,,,2,0,0,0,
2026-09-06T16:17:53+03:00,6.5,performance,bios-auto,88.1,55.0,46.0,62.7,49.2,46.0,62.7,,,2,0,0,0,
2026-09-06T16:17:55+03:00,7.7,performance,emergency,93.8,55.0,46.0,70.5,50.6,46.0,70.5,255,100.0,0,0,0,0,raw critical threshold
2026-09-06T16:17:56+03:00,8.8,performance,emergency,96.4,56.0,46.0,76.9,52.0,46.0,76.9,255,100.0,0,0,0,0,raw critical threshold
2026-09-06T16:17:57+03:00,9.9,performance,emergency,97.6,56.0,58.0,82.1,53.0,49.0,82.1,255,100.0,0,0,0,0,raw critical threshold
2026-09-06T16:17:58+03:00,11.1,performance,emergency,98.4,57.0,58.0,86.2,54.0,51.2,86.2,255,100.0,0,46,1100,1300,raw critical threshold
2026-09-06T16:17:59+03:00,12.2,performance,emergency,99.0,57.0,58.0,89.4,54.7,52.9,89.4,255,100.0,0,68,1600,1700,raw critical threshold
2026-09-06T16:18:00+03:00,13.4,performance,emergency,99.4,57.0,58.0,91.9,55.3,54.2,91.9,255,100.0,0,85,2000,2100,raw critical threshold
2026-09-06T16:18:02+03:00,14.5,performance,emergency,96.8,56.0,58.0,93.1,55.5,55.2,93.1,255,100.0,0,102,2400,2500,raw critical threshold
2026-09-06T16:18:03+03:00,15.7,performance,emergency,94.0,56.0,58.0,93.3,55.6,55.9,93.3,255,100.0,0,119,2800,2900,raw critical threshold
2026-09-06T16:18:04+03:00,16.8,performance,emergency,92.6,56.0,58.0,93.3,55.7,56.4,93.3,255,100.0,0,131,3100,3200,raw critical threshold
2026-09-06T16:18:05+03:00,18.0,performance,emergency,91.9,56.0,58.0,93.1,55.8,56.8,93.1,255,100.0,0,144,3400,3600,waiting for critical release
2026-09-06T16:18:06+03:00,19.1,performance,emergency,91.5,56.0,58.0,93.0,55.8,57.1,93.0,255,100.0,0,161,3800,3900,waiting for critical release
2026-09-06T16:18:07+03:00,20.3,performance,emergency,91.2,56.0,58.0,92.8,55.9,57.3,92.8,255,100.0,0,174,4100,4300,waiting for critical release
2026-09-06T16:18:08+03:00,21.4,performance,emergency,91.2,56.0,94.0,92.6,55.9,66.5,92.6,255,100.0,0,187,4400,4600,raw critical threshold
2026-09-06T16:18:10+03:00,22.5,performance,emergency,91.1,57.0,94.0,92.5,56.2,73.4,92.5,255,100.0,0,199,4700,4900,raw critical threshold
2026-09-06T16:18:11+03:00,23.7,performance,emergency,91.1,57.0,94.0,92.3,56.4,78.5,92.3,255,100.0,0,212,5000,5200,raw critical threshold
2026-09-06T16:18:12+03:00,24.8,performance,emergency,91.1,57.0,94.0,92.2,56.5,82.4,92.2,255,100.0,0,225,5300,5400,raw critical threshold
2026-09-06T16:18:13+03:00,25.9,performance,emergency,91.4,57.0,94.0,92.1,56.7,85.3,92.1,255,100.0,0,233,5500,5800,raw critical threshold
2026-09-06T16:18:14+03:00,27.1,performance,emergency,91.4,57.0,94.0,92.1,56.7,87.5,92.1,255,100.0,0,246,5800,5800,raw critical threshold
2026-09-06T16:18:15+03:00,28.2,performance,emergency,91.4,57.0,94.0,92.0,56.8,89.1,92.0,255,100.0,0,255,6000,5800,raw critical threshold
2026-09-06T16:18:16+03:00,29.4,performance,emergency,91.4,56.0,94.0,91.9,56.7,90.3,91.9,255,100.0,0,255,6000,5800,raw critical threshold
2026-09-06T16:18:17+03:00,30.5,performance,emergency,91.2,57.0,94.0,91.9,56.8,91.2,91.9,255,100.0,0,255,6000,5800,raw critical threshold
2026-09-06T16:18:19+03:00,31.7,performance,emergency,91.4,57.0,94.0,91.8,56.8,91.9,91.9,255,100.0,0,255,6000,5800,raw critical threshold
2026-09-06T16:18:20+03:00,32.8,performance,emergency,91.2,57.0,91.0,91.8,56.9,91.8,91.8,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:18:21+03:00,33.9,performance,emergency,91.1,56.0,91.0,91.7,56.8,91.8,91.8,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:18:22+03:00,35.1,performance,emergency,91.1,56.0,91.0,91.6,56.7,91.7,91.7,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:18:23+03:00,36.2,performance,emergency,91.1,56.0,91.0,91.6,56.6,91.6,91.6,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:18:24+03:00,37.3,performance,emergency,91.1,56.0,91.0,91.5,56.6,91.6,91.6,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:18:25+03:00,38.5,performance,emergency,91.0,56.0,91.0,91.5,56.5,91.5,91.5,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:18:27+03:00,39.6,performance,emergency,91.0,56.0,91.0,91.4,56.5,91.4,91.4,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:18:28+03:00,40.8,performance,emergency,91.0,56.0,91.0,91.4,56.4,91.4,91.4,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:18:29+03:00,41.9,performance,emergency,90.9,56.0,91.0,91.3,56.4,91.4,91.4,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:18:30+03:00,43.1,performance,emergency,90.9,56.0,91.0,91.3,56.3,91.3,91.3,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:18:31+03:00,44.2,performance,emergency,90.9,56.0,91.0,91.3,56.3,91.3,91.3,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:18:32+03:00,45.3,performance,emergency,90.8,56.0,91.0,91.2,56.3,91.3,91.3,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:18:33+03:00,46.5,performance,emergency,90.8,56.0,91.0,91.2,56.2,91.2,91.2,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:18:35+03:00,47.6,performance,emergency,90.8,56.0,91.0,91.1,56.2,91.2,91.2,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:18:36+03:00,48.7,performance,emergency,90.8,56.0,91.0,91.1,56.2,91.2,91.2,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:18:37+03:00,49.9,performance,emergency,90.8,56.0,91.0,91.0,56.2,91.2,91.2,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:18:38+03:00,51.0,performance,emergency,90.8,56.0,91.0,91.0,56.2,91.2,91.2,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:18:39+03:00,52.2,performance,emergency,90.8,56.0,90.0,91.0,56.1,91.0,91.0,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:18:40+03:00,53.3,performance,emergency,90.8,56.0,90.0,91.0,56.1,90.9,91.0,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:18:41+03:00,54.5,performance,emergency,90.6,56.0,90.0,90.9,56.1,90.8,90.9,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:18:43+03:00,55.7,performance,emergency,90.6,56.0,90.0,90.9,56.1,90.8,90.9,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:18:44+03:00,56.8,performance,emergency,90.4,56.0,90.0,90.8,56.1,90.7,90.8,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:18:45+03:00,57.9,performance,emergency,90.5,56.0,90.0,90.8,56.1,90.6,90.8,255,100.0,0,255,6000,5800,waiting for critical release
