timestamp,elapsed_s,profile,state,cpu_raw_c,gpu_raw_c,acpi_raw_c,cpu_ewma_c,gpu_ewma_c,acpi_ewma_c,hottest_control_c,requested_pwm,requested_percent,actual_mode,actual_pwm,fan1_rpm,fan2_rpm,note
2026-09-06T16:46:15+03:00,0.1,performance,bios-auto,45.4,42.0,44.0,45.4,42.0,44.0,45.4,,,2,0,0,0,
2026-09-06T16:46:16+03:00,1.2,performance,bios-auto,45.4,42.0,44.0,45.4,42.0,44.0,45.4,,,2,0,0,0,
2026-09-06T16:46:17+03:00,2.2,performance,bios-auto,45.1,42.0,44.0,45.4,42.0,44.0,45.4,,,2,0,0,0,
2026-09-06T16:46:18+03:00,3.3,performance,bios-auto,45.1,42.0,44.0,45.3,42.0,44.0,45.3,,,2,0,0,0,
2026-09-06T16:46:19+03:00,4.3,performance,bios-auto,45.8,42.0,44.0,45.4,42.0,44.0,45.4,,,2,0,0,0,
2026-09-06T16:46:21+03:00,5.4,performance,bios-auto,45.4,43.0,44.0,45.4,42.2,44.0,45.4,,,2,0,0,0,
2026-09-06T16:46:22+03:00,6.5,performance,bios-auto,45.1,43.0,44.0,45.4,42.4,44.0,45.4,,,2,0,0,0,
2026-09-06T16:46:23+03:00,7.5,performance,bios-auto,45.0,43.0,44.0,45.4,42.6,44.0,45.4,,,2,0,0,0,
2026-09-06T16:46:24+03:00,8.6,performance,bios-auto,50.9,44.0,44.0,46.7,42.9,44.0,46.7,,,2,0,0,0,
2026-09-06T16:46:25+03:00,9.7,performance,bios-auto,55.4,45.0,44.0,48.9,43.5,44.0,48.9,,,2,0,0,0,
2026-09-06T16:46:26+03:00,10.8,performance,bios-auto,57.0,45.0,44.0,50.9,43.8,44.0,50.9,,,2,0,0,0,
2026-09-06T16:46:27+03:00,11.9,performance,bios-auto,57.8,45.0,44.0,52.6,44.1,44.0,52.6,,,2,0,0,0,
2026-09-06T16:46:28+03:00,13.0,performance,bios-auto,58.1,45.0,44.0,54.0,44.3,44.0,54.0,,,2,0,0,0,
2026-09-06T16:46:29+03:00,14.1,performance,bios-auto,58.4,45.0,44.0,55.1,44.5,44.0,55.1,,,2,0,0,0,
2026-09-06T16:46:30+03:00,15.2,performance,bios-auto,58.5,46.0,44.0,55.9,44.9,44.0,55.9,,,2,0,0,0,
2026-09-06T16:46:31+03:00,16.3,performance,bios-auto,58.6,46.0,44.0,56.6,45.2,44.0,56.6,,,2,0,0,0,
2026-09-06T16:46:32+03:00,17.4,performance,bios-auto,58.9,46.0,44.0,57.2,45.4,44.0,57.2,,,2,0,0,0,
2026-09-06T16:46:34+03:00,18.5,performance,bios-auto,59.0,46.0,54.0,57.6,45.5,46.5,57.6,,,2,0,0,0,
2026-09-06T16:46:35+03:00,19.6,performance,bios-auto,59.1,46.0,54.0,58.0,45.6,48.4,58.0,,,2,0,0,0,
2026-09-06T16:46:36+03:00,20.7,performance,bios-auto,59.4,46.0,54.0,58.3,45.7,49.8,58.3,,,2,0,0,0,
2026-09-06T16:46:37+03:00,21.8,performance,bios-auto,59.4,46.0,54.0,58.6,45.8,50.8,58.6,,,2,0,0,0,
2026-09-06T16:46:38+03:00,22.9,performance,bios-auto,59.5,46.0,54.0,58.8,45.9,51.6,58.8,,,2,0,0,0,
2026-09-06T16:46:39+03:00,24.0,performance,bios-auto,59.8,46.0,54.0,59.1,45.9,52.2,59.1,,,2,0,0,0,
2026-09-06T16:46:40+03:00,25.1,performance,bios-auto,59.9,47.0,54.0,59.3,46.2,52.7,59.3,,,2,0,0,0,
2026-09-06T16:46:41+03:00,26.3,performance,manual,60.0,47.0,54.0,59.4,46.4,53.0,60.0,89,34.9,1,0,0,0,
2026-09-06T16:46:43+03:00,27.4,performance,manual,62.0,49.0,54.0,60.1,47.0,53.2,62.0,110,43.1,1,0,0,0,
2026-09-06T16:46:44+03:00,28.5,performance,manual,84.1,54.0,54.0,66.1,48.8,53.4,84.1,161,63.1,1,0,0,0,
2026-09-06T16:46:45+03:00,29.6,performance,manual,91.9,55.0,59.0,72.5,50.3,54.8,91.9,212,83.1,1,46,1200,1300,
2026-09-06T16:46:46+03:00,30.8,performance,emergency,94.9,55.0,59.0,78.1,51.5,55.9,78.1,255,100.0,0,68,1600,1700,raw critical threshold
2026-09-06T16:46:47+03:00,31.9,performance,emergency,96.4,56.0,59.0,82.7,52.6,56.7,82.7,255,100.0,0,85,2000,2100,raw critical threshold
2026-09-06T16:46:48+03:00,33.1,performance,emergency,97.1,56.0,59.0,86.3,53.5,57.2,86.3,255,100.0,0,102,2400,2500,raw critical threshold
2026-09-06T16:46:49+03:00,34.2,performance,emergency,97.8,56.0,59.0,89.2,54.1,57.7,89.2,255,100.0,0,119,2800,2900,raw critical threshold
2026-09-06T16:46:50+03:00,35.3,performance,emergency,94.4,55.0,59.0,90.5,54.3,58.0,90.5,255,100.0,0,136,3200,3200,raw critical threshold
2026-09-06T16:46:52+03:00,36.5,performance,emergency,91.9,55.0,59.0,90.8,54.5,58.3,90.8,255,100.0,0,148,3500,3500,waiting for critical release
2026-09-06T16:46:53+03:00,37.6,performance,emergency,90.5,55.0,59.0,90.8,54.6,58.4,90.8,255,100.0,0,161,3800,3900,waiting for critical release
2026-09-06T16:46:54+03:00,38.8,performance,emergency,89.8,55.0,59.0,90.7,54.7,58.6,90.7,255,100.0,0,174,4100,4300,waiting for critical release
2026-09-06T16:46:55+03:00,40.0,performance,emergency,89.4,55.0,59.0,90.6,54.8,58.7,90.6,255,100.0,0,191,4500,4600,waiting for critical release
2026-09-06T16:46:56+03:00,41.1,performance,emergency,89.1,55.0,92.0,90.4,54.8,67.0,90.4,255,100.0,0,204,4800,4900,raw critical threshold
2026-09-06T16:46:57+03:00,42.2,performance,emergency,89.1,55.0,92.0,90.3,54.9,73.3,90.3,255,100.0,0,216,5100,5200,raw critical threshold
2026-09-06T16:46:58+03:00,43.4,performance,emergency,89.0,55.0,92.0,90.2,54.9,77.9,90.2,255,100.0,0,229,5400,5400,raw critical threshold
2026-09-06T16:47:00+03:00,44.5,performance,emergency,89.0,55.0,92.0,90.0,54.9,81.5,90.0,255,100.0,0,238,5600,5700,raw critical threshold
2026-09-06T16:47:01+03:00,45.7,performance,emergency,89.0,55.0,92.0,89.9,54.9,84.1,89.9,255,100.0,0,250,5900,5800,raw critical threshold
2026-09-06T16:47:02+03:00,46.8,performance,emergency,89.0,55.0,92.0,89.8,55.0,86.1,89.8,255,100.0,0,255,6000,5800,raw critical threshold
2026-09-06T16:47:03+03:00,47.9,performance,emergency,89.0,55.0,92.0,89.8,55.0,87.6,89.8,255,100.0,0,255,6000,5800,raw critical threshold
2026-09-06T16:47:04+03:00,49.1,performance,emergency,89.0,55.0,92.0,89.7,55.0,88.7,89.7,255,100.0,0,255,6000,5800,raw critical threshold
2026-09-06T16:47:05+03:00,50.2,performance,emergency,89.0,55.0,92.0,89.6,55.0,89.5,89.6,255,100.0,0,255,6000,5800,raw critical threshold
2026-09-06T16:47:06+03:00,51.3,performance,emergency,89.0,55.0,92.0,89.6,55.0,90.1,90.1,255,100.0,0,255,6000,5800,raw critical threshold
2026-09-06T16:47:08+03:00,52.5,performance,emergency,89.0,55.0,92.0,89.5,55.0,90.6,90.6,255,100.0,0,255,6000,5800,raw critical threshold
2026-09-06T16:47:09+03:00,53.6,performance,emergency,88.9,55.0,89.0,89.4,55.0,90.4,90.4,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:47:10+03:00,54.7,performance,emergency,88.9,55.0,89.0,89.4,55.0,90.3,90.3,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:47:11+03:00,55.9,performance,emergency,88.9,55.0,89.0,89.3,55.0,90.2,90.2,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:47:12+03:00,57.0,performance,emergency,89.0,55.0,89.0,89.3,55.0,90.0,90.0,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:47:13+03:00,58.1,performance,emergency,89.0,55.0,89.0,89.3,55.0,89.9,89.9,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:47:14+03:00,59.3,performance,emergency,88.9,55.0,89.0,89.2,55.0,89.8,89.8,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:47:16+03:00,60.4,performance,emergency,88.9,55.0,89.0,89.2,55.0,89.8,89.8,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:47:17+03:00,61.6,performance,emergency,88.8,55.0,89.0,89.1,55.0,89.7,89.7,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:47:18+03:00,62.7,performance,emergency,88.9,55.0,89.0,89.1,55.0,89.6,89.6,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:47:19+03:00,63.9,performance,emergency,88.9,55.0,89.0,89.1,55.0,89.6,89.6,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:47:20+03:00,65.0,performance,emergency,88.9,55.0,88.0,89.1,55.0,89.4,89.4,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:47:21+03:00,66.1,performance,emergency,88.9,55.0,88.0,89.1,55.0,89.3,89.3,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:47:22+03:00,67.3,performance,emergency,88.8,55.0,88.0,89.0,55.0,89.1,89.1,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:47:24+03:00,68.4,performance,emergency,84.5,49.0,88.0,88.6,54.4,89.0,89.0,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:47:25+03:00,69.5,performance,emergency,70.6,48.0,88.0,86.8,53.8,88.9,88.9,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:47:26+03:00,70.6,performance,emergency,62.1,47.0,88.0,84.3,53.1,88.8,88.8,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:47:27+03:00,71.7,performance,emergency,56.8,47.0,88.0,81.6,52.5,88.7,88.7,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:47:28+03:00,72.8,performance,emergency,53.4,47.0,88.0,78.7,51.9,88.7,88.7,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:47:29+03:00,73.9,performance,emergency,51.4,46.0,88.0,76.0,51.3,88.6,88.6,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:47:30+03:00,75.0,performance,emergency,50.2,46.0,88.0,73.4,50.8,88.5,88.5,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:47:31+03:00,76.1,performance,emergency,49.2,45.0,88.0,71.0,50.2,88.5,88.5,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T16:47:32+03:00,77.3,performance,emergency,48.5,45.0,88.0,68.8,49.7,88.4,88.4,255,100.0,0,255,6000,5800,waiting for critical release
