timestamp,elapsed_s,profile,state,cpu_raw_c,gpu_raw_c,nvidia_power_draw_w,nvidia_power_limit_w,acpi_raw_c,cpu_ewma_c,gpu_ewma_c,acpi_ewma_c,hottest_control_c,curve_source,winning_sensor,cpu_target_percent,gpu_target_percent,acpi_target_percent,requested_pwm,requested_percent,actual_mode,actual_pwm,fan1_rpm,fan2_rpm,note
2026-09-06T19:26:05+03:00,135.1,performance,emergency,87.8,73.0,174.4,,,88.3,73.0,,88.3,hp-vibrance-stx-n22x9-performance,cpu,78.3,46.7,,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T19:26:06+03:00,136.2,performance,emergency,86.9,73.0,174.4,,,88.2,73.0,,88.2,hp-vibrance-stx-n22x9-performance,cpu,78.3,46.7,,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T19:26:07+03:00,137.3,performance,emergency,86.4,73.0,174.4,,,88.1,73.0,,88.1,hp-vibrance-stx-n22x9-performance,cpu,78.3,46.7,,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T19:26:08+03:00,138.4,performance,emergency,86.8,73.0,174.4,,,88.1,73.0,,88.1,hp-vibrance-stx-n22x9-performance,cpu,78.3,46.7,,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T19:26:09+03:00,139.5,performance,emergency,87.0,73.0,174.4,,,88.0,73.0,,88.0,hp-vibrance-stx-n22x9-performance,cpu,78.3,46.7,,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T19:26:10+03:00,140.6,performance,emergency,86.1,73.0,174.4,,,87.9,73.0,,87.9,hp-vibrance-stx-n22x9-performance,cpu,78.3,46.7,,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T19:26:11+03:00,141.7,performance,emergency,87.0,73.0,174.3,,,87.9,73.0,,87.9,hp-vibrance-stx-n22x9-performance,cpu,78.3,46.7,,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T19:26:12+03:00,142.8,performance,emergency,87.1,73.0,174.3,,,87.8,73.0,,87.8,hp-vibrance-stx-n22x9-performance,cpu,78.3,46.7,,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T19:26:13+03:00,143.9,performance,emergency,87.1,72.0,174.2,,,87.8,72.9,,87.8,hp-vibrance-stx-n22x9-performance,cpu,78.3,46.7,,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T19:26:14+03:00,145.0,performance,emergency,87.5,72.0,174.3,,,87.8,72.9,,87.8,hp-vibrance-stx-n22x9-performance,cpu,78.3,46.7,,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T19:26:16+03:00,146.0,performance,emergency,87.4,72.0,174.2,,,87.8,72.9,,87.8,hp-vibrance-stx-n22x9-performance,cpu,78.3,46.7,,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T19:26:17+03:00,147.1,performance,emergency,86.4,72.0,174.2,,,87.7,72.8,,87.7,hp-vibrance-stx-n22x9-performance,cpu,78.3,46.7,,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T19:26:18+03:00,148.2,performance,emergency,86.6,72.0,174.1,,,87.6,72.8,,87.6,hp-vibrance-stx-n22x9-performance,cpu,78.3,46.7,,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T19:26:19+03:00,149.3,performance,emergency,86.8,72.0,174.1,,,87.6,72.7,,87.6,hp-vibrance-stx-n22x9-performance,cpu,78.3,46.7,,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T19:26:20+03:00,150.4,performance,emergency,86.9,72.0,174.1,,,87.6,72.7,,87.6,hp-vibrance-stx-n22x9-performance,cpu,78.3,46.7,,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T19:26:21+03:00,151.5,performance,emergency,86.9,72.0,174.1,,,87.5,72.7,,87.5,hp-vibrance-stx-n22x9-performance,cpu,78.3,46.7,,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T19:26:22+03:00,152.6,performance,emergency,87.4,72.0,174.0,,,87.5,72.6,,87.5,hp-vibrance-stx-n22x9-performance,cpu,78.3,46.7,,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T19:26:23+03:00,153.7,performance,emergency,87.6,72.0,174.0,,,87.5,72.6,,87.5,hp-vibrance-stx-n22x9-performance,cpu,78.3,46.7,,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T19:26:24+03:00,154.8,performance,emergency,81.2,61.0,139.6,,,87.2,72.0,,87.2,hp-vibrance-stx-n22x9-performance,cpu,78.3,46.7,,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T19:26:25+03:00,155.9,performance,emergency,73.4,59.0,36.4,,,86.5,71.4,,86.5,hp-vibrance-stx-n22x9-performance,cpu,78.3,46.7,,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T19:26:27+03:00,157.1,performance,emergency,68.0,58.0,27.4,,,85.6,70.7,,85.6,hp-vibrance-stx-n22x9-performance,cpu,78.3,46.7,,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T19:26:28+03:00,158.2,performance,emergency,64.4,57.0,17.3,,,84.5,70.0,,84.5,hp-vibrance-stx-n22x9-performance,cpu,78.3,46.7,,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T19:26:29+03:00,159.3,performance,emergency,62.0,56.0,8.6,,,83.4,69.3,,83.4,hp-vibrance-stx-n22x9-performance,cpu,78.3,46.7,,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T19:26:30+03:00,160.4,performance,emergency,60.4,56.0,8.9,,,82.3,68.6,,82.3,hp-vibrance-stx-n22x9-performance,cpu,78.3,46.7,,255,100.0,0,255,6000,5800,waiting for critical release
2026-09-06T19:26:31+03:00,161.6,performance,manual,59.2,55.0,8.6,,,81.1,68.0,,81.1,hp-vibrance-stx-n22x9-performance,cpu,51.7,36.7,,255,100.0,1,255,6000,5800,left emergency state
2026-09-06T19:26:32+03:00,162.7,performance,manual,58.1,54.0,8.4,,,80.0,67.3,,80.0,hp-vibrance-stx-n22x9-performance,cpu,51.7,36.7,,235,92.2,1,255,6000,6000,
2026-09-06T19:26:33+03:00,163.7,performance,manual,57.5,54.0,8.5,,,78.8,66.6,,78.8,hp-vibrance-stx-n22x9-performance,cpu,51.7,36.7,,235,92.2,1,246,5800,5800,
2026-09-06T19:26:34+03:00,164.8,performance,manual,56.8,53.0,8.5,,,77.7,65.9,,77.7,hp-vibrance-stx-n22x9-performance,cpu,51.7,36.7,,235,92.2,1,238,5600,5600,
2026-09-06T19:26:35+03:00,165.9,performance,manual,56.2,53.0,8.4,,,76.7,65.3,,76.7,hp-vibrance-stx-n22x9-performance,cpu,51.7,36.7,,235,92.2,1,229,5400,5600,
2026-09-06T19:26:36+03:00,166.9,performance,manual,55.8,53.0,8.4,,,75.6,64.7,,75.6,hp-vibrance-stx-n22x9-performance,cpu,46.7,36.7,,235,92.2,1,229,5400,5600,
2026-09-06T19:26:37+03:00,168.0,performance,manual,55.4,52.0,8.2,,,74.6,64.0,,74.6,hp-vibrance-stx-n22x9-performance,cpu,46.7,36.7,,215,84.3,1,229,5400,5600,
2026-09-06T19:26:39+03:00,169.1,performance,manual,55.5,52.0,8.2,,,73.6,63.4,,73.6,hp-vibrance-stx-n22x9-performance,cpu,41.7,36.7,,215,84.3,1,221,5200,5400,
2026-09-06T19:26:40+03:00,170.2,performance,manual,55.0,51.0,8.2,,,72.7,62.8,,72.7,hp-vibrance-stx-n22x9-performance,cpu,41.7,36.7,,215,84.3,1,212,4900,5200,
2026-09-06T19:26:41+03:00,171.2,performance,manual,55.0,51.0,7.8,,,71.8,62.2,,71.8,hp-vibrance-stx-n22x9-performance,cpu,38.3,36.7,,215,84.3,1,208,4900,5100,
2026-09-06T19:26:42+03:00,172.3,performance,manual,55.2,51.0,7.8,,,71.0,61.7,,71.0,hp-vibrance-stx-n22x9-performance,cpu,38.3,36.7,,215,84.3,1,208,4900,5100,
2026-09-06T19:26:43+03:00,173.4,performance,manual,54.4,51.0,7.8,,,70.2,61.1,,70.2,hp-vibrance-stx-n22x9-performance,cpu,38.3,36.7,,195,76.5,1,208,4900,5100,
2026-09-06T19:26:44+03:00,174.4,performance,manual,53.6,50.0,7.8,,,69.3,60.6,,69.3,hp-vibrance-stx-n22x9-performance,cpu,36.7,35.0,,195,76.5,1,199,4700,4900,
2026-09-06T19:26:45+03:00,175.5,performance,manual,54.0,50.0,7.7,,,68.6,60.0,,68.6,hp-vibrance-stx-n22x9-performance,cpu,36.7,35.0,,195,76.5,1,187,4400,4600,
2026-09-06T19:26:46+03:00,176.6,low-power,bios-auto,54.8,50.0,7.6,,,67.9,59.5,,67.9,hp-vibrance-stx-n22x9-performance,,,,,,,2,187,4400,4600,
2026-09-06T19:26:47+03:00,177.7,low-power,bios-auto,53.4,49.0,7.7,,,67.2,59.0,,67.2,hp-vibrance-stx-n22x9-performance,,,,,,,2,140,3300,3400,
2026-09-06T19:26:48+03:00,178.8,low-power,bios-auto,52.6,49.0,7.5,,,66.4,58.5,,66.4,hp-vibrance-stx-n22x9-performance,,,,,,,2,72,1700,1800,
2026-09-06T19:26:49+03:00,179.9,low-power,bios-auto,52.0,49.0,7.6,,,65.7,58.0,,65.7,hp-vibrance-stx-n22x9-performance,,,,,,,2,29,700,800,
2026-09-06T19:26:50+03:00,180.9,low-power,bios-auto,51.6,49.0,7.6,,,65.0,57.6,,65.0,hp-vibrance-stx-n22x9-performance,,,,,,,2,4,100,300,
2026-09-06T19:26:52+03:00,182.1,low-power,bios-auto,51.4,49.0,7.4,,,64.3,57.2,,64.3,hp-vibrance-stx-n22x9-performance,,,,,,,2,4,100,200,
2026-09-06T19:26:53+03:00,183.1,low-power,bios-auto,51.2,49.0,7.4,,,63.7,56.7,,63.7,hp-vibrance-stx-n22x9-performance,,,,,,,2,0,0,0,
2026-09-06T19:26:54+03:00,184.2,low-power,bios-auto,51.1,49.0,7.5,,,63.0,56.4,,63.0,hp-vibrance-stx-n22x9-performance,,,,,,,2,0,0,0,
2026-09-06T19:26:55+03:00,185.3,low-power,bios-auto,51.1,49.0,7.4,,,62.4,56.0,,62.4,hp-vibrance-stx-n22x9-performance,,,,,,,2,0,0,0,
2026-09-06T19:26:56+03:00,186.4,low-power,bios-auto,51.1,49.0,7.4,,,61.9,55.6,,61.9,hp-vibrance-stx-n22x9-performance,,,,,,,2,0,0,0,
2026-09-06T19:26:57+03:00,187.5,low-power,bios-auto,51.2,49.0,7.5,,,61.3,55.3,,61.3,hp-vibrance-stx-n22x9-performance,,,,,,,2,0,0,0,
2026-09-06T19:26:58+03:00,188.5,low-power,bios-auto,51.2,49.0,7.5,,,60.8,55.0,,60.8,hp-vibrance-stx-n22x9-performance,,,,,,,2,0,0,0,
2026-09-06T19:26:59+03:00,189.6,low-power,bios-auto,51.2,49.0,7.5,,,60.4,54.7,,60.4,hp-vibrance-stx-n22x9-performance,,,,,,,2,0,0,0,
2026-09-06T19:27:00+03:00,190.7,low-power,bios-auto,51.1,49.0,7.5,,,59.9,54.4,,59.9,hp-vibrance-stx-n22x9-performance,,,,,,,2,0,0,0,
2026-09-06T19:27:01+03:00,191.8,low-power,bios-auto,51.2,49.0,7.4,,,59.5,54.1,,59.5,hp-vibrance-stx-n22x9-performance,,,,,,,2,0,0,0,
2026-09-06T19:27:02+03:00,192.8,low-power,bios-auto,51.1,49.0,7.4,,,59.1,53.9,,59.1,hp-vibrance-stx-n22x9-performance,,,,,,,2,0,0,0,
2026-09-06T19:27:03+03:00,193.9,low-power,bios-auto,51.1,49.0,7.4,,,58.7,53.6,,58.7,hp-vibrance-stx-n22x9-performance,,,,,,,2,0,0,0,
2026-09-06T19:27:04+03:00,195.0,low-power,bios-auto,51.1,49.0,7.5,,,58.3,53.4,,58.3,hp-vibrance-stx-n22x9-performance,,,,,,,2,0,0,0,
2026-09-06T19:27:06+03:00,196.1,low-power,bios-auto,51.1,49.0,7.4,,,57.9,53.2,,57.9,hp-vibrance-stx-n22x9-performance,,,,,,,2,0,0,0,
2026-09-06T19:27:07+03:00,197.1,low-power,bios-auto,51.1,49.0,7.4,,,57.6,53.0,,57.6,hp-vibrance-stx-n22x9-performance,,,,,,,2,0,0,0,
2026-09-06T19:27:08+03:00,198.2,low-power,bios-auto,51.1,49.0,7.4,,,57.3,52.8,,57.3,hp-vibrance-stx-n22x9-performance,,,,,,,2,0,0,0,
2026-09-06T19:27:09+03:00,199.3,low-power,bios-auto,51.1,49.0,7.4,,,57.0,52.6,,57.0,hp-vibrance-stx-n22x9-performance,,,,,,,2,0,0,0,
