timestamp,elapsed_s,profile,state,cpu_raw_c,gpu_raw_c,nvidia_power_draw_w,nvidia_power_limit_w,acpi_raw_c,cpu_ewma_c,gpu_ewma_c,acpi_ewma_c,hottest_control_c,curve_source,winning_sensor,cpu_target_percent,gpu_target_percent,acpi_target_percent,requested_pwm,requested_percent,actual_mode,actual_pwm,fan1_rpm,fan2_rpm,note
2026-09-06T19:24:00+03:00,10.9,performance,manual,73.6,50.0,54.8,,,59.2,47.9,,73.6,hp-vibrance-stx-n22x9-performance,cpu,36.7,31.7,,94,36.9,1,80,1900,2000,
2026-09-06T19:24:01+03:00,12.0,performance,manual,73.4,51.0,54.9,,,60.7,48.2,,73.4,hp-vibrance-stx-n22x9-performance,cpu,36.7,31.7,,94,36.9,1,89,2100,2300,
2026-09-06T19:24:02+03:00,13.0,performance,manual,73.6,51.0,54.9,,,62.0,48.5,,73.6,hp-vibrance-stx-n22x9-performance,cpu,36.7,31.7,,94,36.9,1,89,2100,2300,
2026-09-06T19:24:04+03:00,14.1,performance,manual,73.9,51.0,54.9,,,63.1,48.7,,73.9,hp-vibrance-stx-n22x9-performance,cpu,36.7,31.7,,94,36.9,1,89,2100,2300,
2026-09-06T19:24:05+03:00,15.2,performance,manual,74.1,51.0,54.9,,,64.2,48.9,,74.1,hp-vibrance-stx-n22x9-performance,cpu,38.3,31.7,,98,38.4,1,89,2100,2300,
2026-09-06T19:24:06+03:00,16.2,performance,manual,75.6,51.0,54.9,,,65.4,49.2,,75.6,hp-vibrance-stx-n22x9-performance,cpu,38.3,31.7,,98,38.4,1,93,2200,2400,
2026-09-06T19:24:07+03:00,17.3,performance,manual,75.8,51.0,54.9,,,66.4,49.3,,75.8,hp-vibrance-stx-n22x9-performance,cpu,38.3,31.7,,98,38.4,1,93,2200,2400,
2026-09-06T19:24:08+03:00,18.4,performance,manual,75.6,51.0,55.0,,,67.3,49.5,,75.6,hp-vibrance-stx-n22x9-performance,cpu,38.3,31.7,,98,38.4,1,93,2200,2400,
2026-09-06T19:24:09+03:00,19.4,performance,manual,75.1,51.0,55.0,,,68.1,49.7,,75.1,hp-vibrance-stx-n22x9-performance,cpu,38.3,31.7,,98,38.4,1,93,2200,2400,
2026-09-06T19:24:10+03:00,20.5,performance,manual,75.0,51.0,55.0,,,68.8,49.8,,75.0,hp-vibrance-stx-n22x9-performance,cpu,38.3,31.7,,98,38.4,1,93,2200,2400,
2026-09-06T19:24:11+03:00,21.5,performance,manual,75.0,51.0,55.0,,,69.4,49.9,,75.0,hp-vibrance-stx-n22x9-performance,cpu,38.3,31.7,,98,38.4,1,93,2200,2400,
